cityname,imagename,label,confidence,mid
New York City 25pct,nycgov_39907559_497318770736113_4802403843637772288_n_50pct_25pct.jpg,Sky,0.945397257804871,/m/01bqvp
New York City 25pct,nycgov_39907559_497318770736113_4802403843637772288_n_50pct_25pct.jpg,Urban area,0.938408672809601,/m/039jbq
New York City 25pct,nycgov_39907559_497318770736113_4802403843637772288_n_50pct_25pct.jpg,Metropolitan area,0.924708127975464,/m/0j_s4
New York City 25pct,nycgov_39907559_497318770736113_4802403843637772288_n_50pct_25pct.jpg,Traffic,0.910517156124115,/m/0btp2
New York City 25pct,nycgov_39907559_497318770736113_4802403843637772288_n_50pct_25pct.jpg,Town,0.901316106319428,/m/0dx1j
New York City 25pct,nycgov_39907559_497318770736113_4802403843637772288_n_50pct_25pct.jpg,City,0.888286530971527,/m/01n32
New York City 25pct,nycgov_39907559_497318770736113_4802403843637772288_n_50pct_25pct.jpg,Road,0.868021726608276,/m/06gfj
New York City 25pct,nycgov_39907559_497318770736113_4802403843637772288_n_50pct_25pct.jpg,Thoroughfare,0.856658101081848,/m/0bm8qyq
New York City 25pct,nycgov_39907559_497318770736113_4802403843637772288_n_50pct_25pct.jpg,Evening,0.855195999145508,/m/04mx32
New York City 25pct,nycgov_39907559_497318770736113_4802403843637772288_n_50pct_25pct.jpg,Mode of transport,0.839408099651337,/m/079bkr
New York City 25pct,nycgov_11326997_981815045243033_1320314882_n_50pct_25pct.jpg,Sky,0.983609616756439,/m/01bqvp
New York City 25pct,nycgov_11326997_981815045243033_1320314882_n_50pct_25pct.jpg,Horizon,0.974305510520935,/m/0d1n2
New York City 25pct,nycgov_11326997_981815045243033_1320314882_n_50pct_25pct.jpg,Daytime,0.943328380584717,/m/02q7ylj
New York City 25pct,nycgov_11326997_981815045243033_1320314882_n_50pct_25pct.jpg,Skyline,0.942181646823883,/m/0204fg
New York City 25pct,nycgov_11326997_981815045243033_1320314882_n_50pct_25pct.jpg,Cloud,0.939166784286499,/m/0csby
New York City 25pct,nycgov_11326997_981815045243033_1320314882_n_50pct_25pct.jpg,Sea,0.92194652557373,/m/06npx
New York City 25pct,nycgov_11326997_981815045243033_1320314882_n_50pct_25pct.jpg,Water,0.910027146339416,/m/0838f
New York City 25pct,nycgov_11326997_981815045243033_1320314882_n_50pct_25pct.jpg,City,0.903372824192047,/m/01n32
New York City 25pct,nycgov_11326997_981815045243033_1320314882_n_50pct_25pct.jpg,Natural landscape,0.885518908500671,/m/03d28y3
New York City 25pct,nycgov_11326997_981815045243033_1320314882_n_50pct_25pct.jpg,Water resources,0.879581451416016,/m/015s2f
New York City 25pct,nycgov_11325130_492433387581299_251109452_n_50pct_25pct.jpg,Tree,0.948780059814453,/m/07j7r
New York City 25pct,nycgov_11325130_492433387581299_251109452_n_50pct_25pct.jpg,Branch,0.793395459651947,/m/0b5gs
New York City 25pct,nycgov_11325130_492433387581299_251109452_n_50pct_25pct.jpg,Woody plant,0.785270273685455,/m/02hnx9
New York City 25pct,nycgov_11325130_492433387581299_251109452_n_50pct_25pct.jpg,Plant,0.682474136352539,/m/05s2s
New York City 25pct,nycgov_11325130_492433387581299_251109452_n_50pct_25pct.jpg,Trunk,0.67627227306366,/m/02tcwp
New York City 25pct,nycgov_11325130_492433387581299_251109452_n_50pct_25pct.jpg,Adaptation,0.669661223888397,/m/03r_vp
New York City 25pct,nycgov_11325130_492433387581299_251109452_n_50pct_25pct.jpg,Woodland,0.652069449424744,/m/0hnc1
New York City 25pct,nycgov_11325130_492433387581299_251109452_n_50pct_25pct.jpg,Forest,0.604243040084839,/m/02zr8
New York City 25pct,nycgov_11325130_492433387581299_251109452_n_50pct_25pct.jpg,Art,0.502187192440033,/m/0jjw
New York City 25pct,nycgov_12729645_438994386297998_765564726_n_50pct_25pct.jpg,Red,0.946891367435455,/m/06fvc
New York City 25pct,nycgov_12729645_438994386297998_765564726_n_50pct_25pct.jpg,Sky,0.928108632564545,/m/01bqvp
New York City 25pct,nycgov_12729645_438994386297998_765564726_n_50pct_25pct.jpg,Skyline,0.925596117973327,/m/0204fg
New York City 25pct,nycgov_12729645_438994386297998_765564726_n_50pct_25pct.jpg,Afterglow,0.915893614292145,/m/013vs
New York City 25pct,nycgov_12729645_438994386297998_765564726_n_50pct_25pct.jpg,City,0.883561789989471,/m/01n32
New York City 25pct,nycgov_12729645_438994386297998_765564726_n_50pct_25pct.jpg,Horizon,0.882297337055206,/m/0d1n2
New York City 25pct,nycgov_12729645_438994386297998_765564726_n_50pct_25pct.jpg,Sunset,0.864144444465637,/m/01b2w5
New York City 25pct,nycgov_12729645_438994386297998_765564726_n_50pct_25pct.jpg,Human settlement,0.852864444255829,/m/0fpdgl
New York City 25pct,nycgov_12729645_438994386297998_765564726_n_50pct_25pct.jpg,Red sky at morning,0.830068826675415,/m/080dk2h
New York City 25pct,nycgov_12729645_438994386297998_765564726_n_50pct_25pct.jpg,Dusk,0.818454146385193,/m/01b3l7
New York City 25pct,nycgov_11910142_782702895172287_71769059_n_50pct_25pct.jpg,Metropolitan area,0.991327285766602,/m/0j_s4
New York City 25pct,nycgov_11910142_782702895172287_71769059_n_50pct_25pct.jpg,City,0.98723715543747,/m/01n32
New York City 25pct,nycgov_11910142_782702895172287_71769059_n_50pct_25pct.jpg,Urban area,0.982203722000122,/m/039jbq
New York City 25pct,nycgov_11910142_782702895172287_71769059_n_50pct_25pct.jpg,Cityscape,0.974018335342407,/m/034z7h
New York City 25pct,nycgov_11910142_782702895172287_71769059_n_50pct_25pct.jpg,Metropolis,0.968665063381195,/m/056mk
New York City 25pct,nycgov_11910142_782702895172287_71769059_n_50pct_25pct.jpg,Daytime,0.964858174324035,/m/02q7ylj
New York City 25pct,nycgov_11910142_782702895172287_71769059_n_50pct_25pct.jpg,Skyline,0.962267339229584,/m/0204fg
New York City 25pct,nycgov_11910142_782702895172287_71769059_n_50pct_25pct.jpg,Skyscraper,0.94489175081253,/m/079cl
New York City 25pct,nycgov_11910142_782702895172287_71769059_n_50pct_25pct.jpg,Tower block,0.943104326725006,/m/0vlys
New York City 25pct,nycgov_11910142_782702895172287_71769059_n_50pct_25pct.jpg,Human settlement,0.938681483268738,/m/0fpdgl
New York City 25pct,nycgov_41282268_488549988223372_737345178560013271_n_50pct_25pct.jpg,People,0.947991669178009,/m/09g5pq
